Código Município Completo,Nome_Município,UF,CAPAG,Indicador 1,Nota 1,Indicador 2,Nota 2,Indicador 3,Nota 3,ICF
2402808,Coronel Ezequiel,RN,B,"41,46%",A,"91,95%",B,"0,93%",B,Bicf
2402907,Coronel João Pessoa,RN,C,"29,31%",A,"98,36%",C,"-7,17%",C,Cicf
2403004,Cruzeta,RN,A,"1,43%",A,"82,75%",A,"1,53%",B,Bicf
2403103,Currais Novos,RN,A,"26,39%",A,"88,58%",B,"8,33%",A,Bicf
2403202,Doutor Severiano,RN,C,"21,18%",A,"85,68%",B,"-2,68%",C,Cicf
2403251,Parnamirim,RN,C,"12,17%",A,"99,21%",C,"-8,58%",C,Cicf
2403301,Encanto,RN,A,"10,23%",A,"91,56%",B,"20,98%",A,Cicf
2403400,Equador,RN,C,"14,17%",A,"97,47%",C,"2,63%",B,Bicf
2403509,Espírito Santo,RN,B,"22,86%",A,"92,05%",B,"3,66%",B,Bicf
2403608,Extremoz,RN,C,"21,54%",A,"93,83%",B,"-10,26%",C,Bicf
2403707,Felipe Guerra,RN,A,"9,91%",A,"79,55%",A,"6,74%",A,Bicf
2403756,Fernando Pedroza,RN,C,"11,22%",A,"106,81%",C,"-8,59%",C,Bicf
2403806,Florânia,RN,C,"31,92%",A,"95,50%",C,"1,84%",B,Cicf
2403905,Francisco Dantas,RN,C,"18,13%",A,"99,81%",C,"-8,27%",C,Cicf
2404002,Frutuoso Gomes,RN,n.e.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Eicf
2404101,Galinhos,RN,n.d.,"0,23%",A,"103,67%",C,n.d.,n.d.,Dicf
2404200,Goianinha,RN,C,"187,03%",C,"88,43%",B,"-28,57%",C,Bicf
2404309,Governador Dix-Sept Rosado,RN,B,"12,49%",A,"91,20%",B,"0,17%",B,Bicf
2404408,Grossos,RN,C,"8,51%",A,"94,10%",B,"-0,37%",C,Bicf
2404507,Guamaré,RN,C,"27,66%",A,"103,91%",C,"-16,25%",C,Bicf
2404606,Ielmo Marinho,RN,C,"11,23%",A,"93,33%",B,"-1,44%",C,Bicf
2404705,Ipanguaçu,RN,C,"24,77%",A,"103,54%",C,"-25,02%",C,Bicf
2404804,Ipueira,RN,C,"27,78%",A,"94,21%",B,"-3,13%",C,Bicf
2404853,Itajá,RN,C,"9,47%",A,"94,65%",B,"-1,63%",C,Bicf
2404903,Itaú,RN,C,"15,42%",A,"101,64%",C,"-11,87%",C,Cicf
2405009,Jaçanã,RN,B,"44,95%",A,"91,23%",B,"1,57%",B,Cicf
2405108,Jandaíra,RN,C,"16,30%",A,"101,16%",C,"-3,23%",C,Bicf
2405207,Janduís,RN,B,"9,34%",A,"92,47%",B,"1,90%",B,Bicf
2405306,Januário Cicco,RN,C,"10,25%",A,"95,96%",C,"-2,58%",C,Bicf
2405405,Japi,RN,n.d.,"14,74%",A,"93,80%",B,n.d.,n.d.,Bicf
2405504,Jardim de Angicos,RN,C,"17,54%",A,"101,29%",C,"-0,08%",C,Bicf
2405603,Jardim de Piranhas,RN,B+,"51,29%",A,"91,85%",B,"0,52%",B,Aicf
2405702,Jardim do Seridó,RN,B,"6,37%",A,"86,80%",B,"1,77%",B,Cicf
2405801,João Câmara,RN,C,"20,18%",A,"105,29%",C,"-11,30%",C,Cicf
2405900,João Dias,RN,C,"4,79%",A,"102,87%",C,"-9,25%",C,Bicf
2406007,José da Penha,RN,n.d.,"2,56%",A,"95,71%",C,n.d.,n.d.,Cicf
2406106,Jucurutu,RN,B,"18,49%",A,"88,89%",B,"1,33%",B,Bicf
2406155,Jundiá,RN,C,"7,31%",A,"99,12%",C,"0,06%",B,Cicf
2406205,Lagoa d'Anta,RN,C,"8,66%",A,"97,91%",C,"0,00%",B,Cicf
2406304,Lagoa de Pedras,RN,n.d.,"45,15%",A,"102,10%",C,n.d.,n.d.,Bicf
2406403,Lagoa de Velhos,RN,B,"3,58%",A,"94,03%",B,"2,50%",B,Dicf
2406502,Lagoa Nova,RN,C,"22,06%",A,"93,51%",B,"-6,35%",C,Bicf
2406601,Lagoa Salgada,RN,C,"47,39%",A,"98,51%",C,"-1,21%",C,Dicf
2406700,Lajes,RN,C,"9,30%",A,"98,74%",C,"-7,09%",C,Cicf
2406809,Lajes Pintadas,RN,C,"23,70%",A,"93,79%",B,"-3,85%",C,Bicf
2406908,Lucrécia,RN,B,"16,39%",A,"94,72%",B,"1,26%",B,Bicf
2407005,Luís Gomes,RN,C,"18,90%",A,"92,43%",B,"-0,83%",C,Cicf
2407104,Macaíba,RN,B,"10,66%",A,"91,62%",B,"0,75%",B,Bicf
2407203,Macau,RN,C,"20,05%",A,"99,21%",C,"-5,57%",C,Bicf
2407252,Major Sales,RN,C,"0,05%",A,"95,48%",C,"1,04%",B,Bicf
2407302,Marcelino Vieira,RN,C,"16,45%",A,"95,38%",C,"-5,47%",C,Bicf
2407401,Martins,RN,C,"5,24%",A,"92,51%",B,"-4,37%",C,Bicf
2407500,Maxaranguape,RN,n.d.,"42,70%",A,"96,08%",C,n.d.,n.d.,Bicf
2407609,Messias Targino,RN,C,"21,58%",A,"90,10%",B,"-6,07%",C,Dicf
2407708,Montanhas,RN,B,"20,48%",A,"92,88%",B,"0,80%",B,Bicf
2407807,Monte Alegre,RN,C,"17,67%",A,"91,47%",B,"-1,48%",C,Bicf
2407906,Monte das Gameleiras,RN,C,"0,01%",A,"102,30%",C,"-15,00%",C,Bicf
2408003,Mossoró,RN,A,"42,95%",A,"92,57%",B,"5,31%",A,Dicf
2408102,Natal,RN,C,"30,70%",A,"92,48%",B,"-17,27%",C,Dicf
2408201,Nísia Floresta,RN,C,"14,86%",A,"93,33%",B,"-0,24%",C,Bicf
2408300,Nova Cruz,RN,B,"19,22%",A,"91,02%",B,"0,36%",B,Cicf
2408409,Olho d'Água do Borges,RN,n.d.,"2,96%",A,n.d.,n.d.,"-14,49%",C,Cicf
2408508,Ouro Branco,RN,B,"25,48%",A,"94,29%",B,"0,01%",B,Bicf
2408607,Paraná,RN,C,"19,13%",A,"100,32%",C,"-5,51%",C,Cicf
2408706,Paraú,RN,C,"46,70%",A,"99,16%",C,"-4,91%",C,Bicf
2408805,Parazinho,RN,C,"18,98%",A,"98,09%",C,"0,03%",B,Bicf
2408904,Parelhas,RN,B,"7,88%",A,"94,72%",B,"2,75%",B,Bicf
2408953,Rio do Fogo,RN,C,"32,64%",A,"98,23%",C,"-3,67%",C,Bicf
2409100,Passa e Fica,RN,C,"14,42%",A,"93,03%",B,"-0,49%",C,Bicf
2409209,Passagem,RN,C,"28,44%",A,"97,46%",C,"0,07%",B,Bicf
2409308,Patu,RN,n.d.,"71,63%",B,"96,19%",C,n.d.,n.d.,Dicf
2409332,Santa Maria,RN,B,"23,61%",A,"88,45%",B,"3,40%",B,Bicf
2409407,Pau dos Ferros,RN,C,"40,05%",A,"96,37%",C,"-9,83%",C,Bicf
2409506,Pedra Grande,RN,B,"29,46%",A,"93,19%",B,"3,41%",B,Bicf
2409605,Pedra Preta,RN,C,"55,67%",A,"93,56%",B,"-4,15%",C,Dicf
2409704,Pedro Avelino,RN,C,"8,66%",A,"92,71%",B,"-2,38%",C,Bicf
2409803,Pedro Velho,RN,n.d.,n.d.,n.d.,"94,18%",B,n.d.,n.d.,Cicf
2409902,Pendências,RN,C,"22,12%",A,"100,90%",C,"-7,74%",C,Bicf
2410009,Pilões,RN,C,"5,20%",A,"95,29%",C,"7,42%",A,Cicf
2410108,Poço Branco,RN,C,"5,05%",A,"96,76%",C,"-4,88%",C,Dicf
2410207,Portalegre,RN,C,"9,53%",A,"96,39%",C,"3,38%",B,Bicf
2410256,Porto do Mangue,RN,n.e.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Eicf
2410306,Serra Caiada,RN,B,"11,78%",A,"86,14%",B,"4,60%",B,Bicf
2410405,Pureza,RN,C,"43,63%",A,"97,28%",C,"0,03%",B,Bicf
2410504,Rafael Fernandes,RN,n.e.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Eicf
2410603,Rafael Godeiro,RN,B,"18,47%",A,"92,94%",B,"2,33%",B,Bicf
2410702,Riacho da Cruz,RN,n.d.,"17,31%",A,"97,41%",C,n.d.,n.d.,Bicf
2410801,Riacho de Santana,RN,C,"3,45%",A,"96,73%",C,"2,12%",B,Cicf
2410900,Riachuelo,RN,C,"3,71%",A,"96,87%",C,"-4,85%",C,Bicf
2411007,Rodolfo Fernandes,RN,C,"8,70%",A,"101,96%",C,"-0,65%",C,Cicf
2411056,Tibau,RN,C,"17,78%",A,"90,23%",B,"-6,74%",C,Bicf
2411106,Ruy Barbosa,RN,A,"39,38%",A,"80,53%",A,"12,75%",A,Bicf
2411205,Santa Cruz,RN,B,"10,70%",A,"91,94%",B,"0,96%",B,Bicf
2411403,Santana do Matos,RN,B,"26,13%",A,"91,39%",B,"4,83%",B,Bicf
2411429,Santana do Seridó,RN,C,"3,76%",A,"91,01%",B,"-3,02%",C,Bicf
2411502,Santo Antônio,RN,C,"33,19%",A,"95,04%",C,"0,15%",B,Cicf
2411601,São Bento do Norte,RN,C,"0,24%",A,"100,86%",C,"-8,54%",C,Bicf
2411700,São Bento do Trairí,RN,C,"13,49%",A,"96,17%",C,"-13,34%",C,Cicf
2411809,São Fernando,RN,C,"14,52%",A,"95,61%",C,"1,26%",B,Bicf
2411908,São Francisco do Oeste,RN,B,"5,19%",A,"88,60%",B,"3,38%",B,Bicf
2412005,São Gonçalo do Amarante,RN,C,"77,36%",B,"86,16%",B,"-0,72%",C,Bicf
2412104,São João do Sabugi,RN,C,"35,48%",A,"99,19%",C,"1,82%",B,Bicf
2412203,São José de Mipibu,RN,B,"17,43%",A,"93,29%",B,"0,54%",B,Cicf
2412302,São José do Campestre,RN,C,"32,18%",A,"92,23%",B,"-2,56%",C,Bicf
2412401,São José do Seridó,RN,B,"28,18%",A,"91,89%",B,"1,47%",B,Bicf
2412500,São Miguel,RN,C,"11,60%",A,"87,01%",B,"-1,51%",C,Cicf
2412559,São Miguel do Gostoso,RN,C,"15,34%",A,"98,98%",C,"-14,40%",C,Bicf
2412609,São Paulo do Potengi,RN,C,"3,00%",A,"95,98%",C,"0,36%",B,Bicf
2412708,São Pedro,RN,C,"6,70%",A,"98,02%",C,"-7,89%",C,Bicf
2412807,São Rafael,RN,C,"49,84%",A,"95,19%",C,"1,09%",B,Bicf
2412906,São Tomé,RN,B,"27,98%",A,"92,73%",B,"0,41%",B,Cicf
2413003,São Vicente,RN,C,"4,57%",A,"90,65%",B,"-21,88%",C,Bicf
2413102,Senador Elói de Souza,RN,C,"0,52%",A,"94,13%",B,"-34,16%",C,Cicf
2413201,Senador Georgino Avelino,RN,A,"19,29%",A,"90,78%",B,"6,06%",A,Bicf
2413300,Serra de São Bento,RN,A,"21,64%",A,"84,78%",A,"6,78%",A,Bicf
2413359,Serra do Mel,RN,B,"11,00%",A,"86,87%",B,"0,59%",B,Bicf
2413409,Serra Negra do Norte,RN,C,"35,33%",A,"97,36%",C,"0,48%",B,Bicf
2413508,Serrinha,RN,n.d.,n.d.,n.d.,"97,65%",C,n.d.,n.d.,Bicf
2413557,Serrinha dos Pintos,RN,n.d.,"0,00%",A,"88,10%",B,n.d.,n.d.,Cicf
2413607,Severiano Melo,RN,n.d.,"50,54%",A,"99,25%",C,n.d.,n.d.,Dicf
2413706,Sítio Novo,RN,C,"32,73%",A,"95,24%",C,"-3,82%",C,Cicf
2413805,Taboleiro Grande,RN,C,"25,05%",A,"95,62%",C,"0,11%",B,Cicf
2413904,Taipu,RN,A,"1,78%",A,"94,46%",B,"35,28%",A,Cicf
2414001,Tangará,RN,C,"20,66%",A,"94,14%",B,"-2,92%",C,Bicf
2414100,Tenente Ananias,RN,C,"8,78%",A,"98,11%",C,"-3,44%",C,Cicf
2414159,Tenente Laurentino Cruz,RN,A,"7,08%",A,"92,67%",B,"5,93%",A,Bicf
2414209,Tibau do Sul,RN,C,"10,36%",A,"95,61%",C,"0,69%",B,Cicf
2414308,Timbaúba dos Batistas,RN,C,"3,39%",A,"98,04%",C,"4,09%",B,Bicf
2414407,Touros,RN,C,"21,03%",A,"94,18%",B,"-4,02%",C,Bicf
2414456,Triunfo Potiguar,RN,C,"38,79%",A,"99,04%",C,"-1,52%",C,Bicf
2414506,Umarizal,RN,C,"45,79%",A,"95,67%",C,"8,28%",A,Bicf
2414605,Upanema,RN,B,"12,72%",A,"89,93%",B,"4,34%",B,Bicf
2414704,Várzea,RN,C,"0,08%",A,"100,34%",C,"1,61%",B,Bicf
2414753,Venha-Ver,RN,A,"3,39%",A,"88,88%",B,"5,54%",A,Bicf
2414803,Vera Cruz,RN,C,"15,48%",A,"93,04%",B,"-0,92%",C,Cicf
2414902,Viçosa,RN,C,"0,00%",A,"107,61%",C,"0,19%",B,Cicf
2415008,Vila Flor,RN,B,"0,21%",A,"93,15%",B,"1,48%",B,Bicf
2500106,Água Branca,PB,C,"22,14%",A,"90,76%",B,"-4,95%",C,Dicf
2500205,Aguiar,PB,C,"15,78%",A,"95,74%",C,"-2,43%",C,Cicf
2500304,Alagoa Grande,PB,B,"45,39%",A,"89,31%",B,"1,27%",B,Bicf
2500403,Alagoa Nova,PB,B,"7,36%",A,"86,98%",B,"2,32%",B,Cicf
2500502,Alagoinha,PB,n.d.,"28,29%",A,"97,14%",C,n.d.,n.d.,Cicf
2500536,Alcantil,PB,C,"5,69%",A,"97,27%",C,"-0,61%",C,Aicf
2500577,Algodão de Jandaíra,PB,C,"41,05%",A,"82,61%",A,"-4,85%",C,Bicf
2500601,Alhandra,PB,C,"23,81%",A,"90,46%",B,"-3,18%",C,Bicf
2500700,São João do Rio do Peixe,PB,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Dicf
2500734,Amparo,PB,C,"11,99%",A,"95,68%",C,"0,78%",B,Bicf
2500775,Aparecida,PB,C,"2,48%",A,"88,06%",B,"-0,93%",C,Dicf
2500809,Araçagi,PB,n.e.,"58,51%",A,"84,55%",A,"-9,34%",C,Eicf
2500908,Arara,PB,n.e.,"8,71%",A,n.d.,n.d.,"5,11%",A,Eicf
2501005,Araruna,PB,n.d.,"20,22%",A,n.d.,n.d.,"-15,14%",C,Dicf
2501104,Areia,PB,B,"18,21%",A,"86,53%",B,"2,99%",B,Cicf
2501153,Areia de Baraúnas,PB,B,"0,03%",A,"92,69%",B,"0,21%",B,Dicf
2501203,Areial,PB,B,"4,05%",A,"89,08%",B,"2,64%",B,Bicf
2501302,Aroeiras,PB,C,"66,28%",B,"93,46%",B,"-18,76%",C,Bicf
2501351,Assunção,PB,C,"14,23%",A,"95,53%",C,"-6,60%",C,Bicf
2501401,Baía da Traição,PB,C,"38,00%",A,"87,80%",B,"-5,07%",C,Cicf
2501500,Bananeiras,PB,C,"58,14%",A,"93,69%",B,"-6,09%",C,Dicf
2501534,Baraúna,PB,n.e.,"3,21%",A,"84,12%",A,"1,09%",B,Eicf
2501575,Barra de Santana,PB,n.d.,"21,01%",A,"94,71%",B,n.d.,n.d.,Cicf
2501609,Barra de Santa Rosa,PB,n.e.,"35,46%",A,"93,15%",B,"1,56%",B,Eicf
2501708,Barra de São Miguel,PB,n.e.,"8,74%",A,"95,30%",C,"-7,29%",C,Eicf
2501807,Bayeux,PB,D,"116,58%",C,"99,21%",C,"-20,96%",C,Cicf
2501906,Belém,PB,n.e.,"18,34%",A,"87,09%",B,"6,15%",A,Eicf
2502003,Belém do Brejo do Cruz,PB,C,"53,67%",A,"99,24%",C,"-13,32%",C,Dicf
2502052,Bernardino Batista,PB,A+,"0,49%",A,"87,51%",B,"6,88%",A,Aicf
2502102,Boa Ventura,PB,B,"31,01%",A,"88,59%",B,"1,78%",B,Cicf
2502151,Boa Vista,PB,n.e.,"0,22%",A,"80,47%",A,"82,23%",A,Eicf
2502201,Bom Jesus,PB,C,"55,70%",A,"95,33%",C,"-0,65%",C,Dicf
2502300,Bom Sucesso,PB,C,"5,62%",A,"93,94%",B,"-14,56%",C,Bicf
2502409,Bonito de Santa Fé,PB,n.d.,"28,45%",A,"87,17%",B,n.d.,n.d.,Bicf
2502508,Boqueirão,PB,n.d.,"38,20%",A,"86,00%",B,n.d.,n.d.,Dicf
2502607,Igaracy,PB,C,"26,23%",A,"97,06%",C,"5,21%",A,Bicf
2502706,Borborema,PB,A,"8,87%",A,"87,63%",B,"6,28%",A,Cicf
2502805,Brejo do Cruz,PB,A,"4,39%",A,"90,39%",B,"18,87%",A,Dicf
2502904,Brejo dos Santos,PB,C,"28,19%",A,"96,28%",C,"-18,48%",C,Bicf
2503001,Caaporã,PB,C,"67,20%",B,"93,24%",B,"-16,95%",C,Bicf
2503100,Cabaceiras,PB,C,"7,76%",A,"92,08%",B,"-7,71%",C,Cicf
2503209,Cabedelo,PB,A,"12,69%",A,"86,76%",B,"14,61%",A,Cicf
2503308,Cachoeira dos Índios,PB,C,"21,26%",A,"97,06%",C,"-0,04%",C,Dicf
2503407,Cacimba de Areia,PB,n.d.,"0,90%",A,"96,33%",C,n.d.,n.d.,Cicf
2503506,Cacimba de Dentro,PB,n.d.,"56,58%",A,"93,08%",B,n.d.,n.d.,Bicf
2503555,Cacimbas,PB,A,"17,40%",A,"88,41%",B,"43,16%",A,Bicf
2503605,Caiçara,PB,C,"41,15%",A,"93,88%",B,"-15,04%",C,Aicf
2503704,Cajazeiras,PB,C,"57,10%",A,"93,70%",B,"-7,67%",C,Dicf
2503753,Cajazeirinhas,PB,C,"2,80%",A,"97,27%",C,"-7,76%",C,Bicf
2503803,Caldas Brandão,PB,C,"39,32%",A,"79,39%",A,"-1,97%",C,Cicf
2503902,Camalaú,PB,B,"6,47%",A,"92,72%",B,"4,87%",B,Bicf
2504009,Campina Grande,PB,C,"49,98%",A,"95,12%",C,"0,06%",B,Dicf
2504033,Capim,PB,n.d.,"14,54%",A,"91,09%",B,n.d.,n.d.,Cicf
2504074,Caraúbas,PB,n.e.,"0,79%",A,"93,28%",B,"0,06%",B,Eicf
2504108,Carrapateira,PB,C,"26,60%",A,"99,21%",C,"-2,74%",C,Dicf
2504157,Casserengue,PB,n.d.,"16,33%",A,"97,87%",C,n.d.,n.d.,Cicf
2504207,Catingueira,PB,n.d.,"21,39%",A,"99,73%",C,n.d.,n.d.,Bicf
2504306,Catolé do Rocha,PB,B,"29,31%",A,"87,61%",B,"1,71%",B,Bicf
2504355,Caturité,PB,C,"20,45%",A,"97,37%",C,"-16,16%",C,Cicf
2504405,Conceição,PB,C,"34,26%",A,"87,96%",B,"-2,71%",C,Bicf
2504504,Condado,PB,B+,"41,30%",A,"90,96%",B,"3,59%",B,Aicf
2504603,Conde,PB,B,"52,57%",A,"93,85%",B,"0,95%",B,Dicf
2504702,Congo,PB,n.e.,"0,00%",A,"95,22%",C,"3,33%",B,Eicf
2504801,Coremas,PB,n.d.,"64,07%",B,"90,13%",B,n.d.,n.d.,Bicf
2504850,Coxixola,PB,n.e.,"0,00%",A,"93,04%",B,"9,10%",A,Eicf
2504900,Cruz do Espírito Santo,PB,C,"36,39%",A,"98,16%",C,"-2,17%",C,Cicf
2505006,Cubati,PB,n.d.,"49,00%",A,"97,23%",C,n.d.,n.d.,Bicf
2505105,Cuité,PB,n.e.,"19,26%",A,"91,73%",B,"2,48%",B,Eicf
2505204,Cuitegi,PB,n.d.,"85,75%",B,"90,29%",B,n.d.,n.d.,Cicf
2505238,Cuité de Mamanguape,PB,C,"82,19%",B,"93,16%",B,"-8,54%",C,Cicf
2505279,Curral de Cima,PB,C,"56,93%",A,"95,82%",C,"-4,71%",C,Dicf
2505303,Curral Velho,PB,A,"0,45%",A,"86,44%",B,"13,81%",A,Bicf
2505352,Damião,PB,n.d.,"7,86%",A,n.d.,n.d.,"0,99%",B,Cicf
2505402,Desterro,PB,n.d.,"28,10%",A,"97,74%",C,n.d.,n.d.,Bicf
2505501,Vista Serrana,PB,B,"4,80%",A,"91,73%",B,"0,37%",B,Bicf
2505600,Diamante,PB,B,"31,45%",A,"93,44%",B,"2,22%",B,Bicf
2505709,Dona Inês,PB,n.d.,"44,07%",A,"91,63%",B,n.d.,n.d.,Cicf
2505808,Duas Estradas,PB,C,"25,11%",A,"97,37%",C,"3,03%",B,Dicf
2505907,Emas,PB,n.d.,"37,33%",A,"91,71%",B,n.d.,n.d.,Cicf
2506004,Esperança,PB,n.d.,"2,46%",A,n.d.,n.d.,n.d.,n.d.,Bicf
2506103,Fagundes,PB,C,"63,15%",B,"96,08%",C,"22,87%",A,Dicf
2506202,Frei Martinho,PB,n.e.,"12,86%",A,"89,46%",B,"5,07%",A,Eicf
2506251,Gado Bravo,PB,C,"9,17%",A,"92,59%",B,"0,00%",C,Bicf
2506301,Guarabira,PB,A,"42,59%",A,"85,68%",B,"19,48%",A,Dicf
2506400,Gurinhém,PB,B,"20,03%",A,"94,21%",B,"0,19%",B,Bicf
2506509,Gurjão,PB,C,"6,70%",A,"96,07%",C,"4,84%",B,Dicf
2506608,Ibiara,PB,C,"18,23%",A,"93,08%",B,"-1,29%",C,Cicf
2506707,Imaculada,PB,C,"57,66%",A,"97,80%",C,"-7,47%",C,Aicf
2506806,Ingá,PB,n.e.,"38,66%",A,"93,53%",B,"-8,00%",C,Eicf
2506905,Itabaiana,PB,n.e.,"89,97%",B,"93,59%",B,"0,92%",B,Eicf
2507002,Itaporanga,PB,B,"65,60%",B,"89,62%",B,"0,06%",B,Dicf
2507101,Itapororoca,PB,n.d.,"39,71%",A,"86,57%",B,n.d.,n.d.,Cicf
2507200,Itatuba,PB,n.e.,"0,44%",A,"97,12%",C,"5,22%",A,Eicf
2507309,Jacaraú,PB,n.d.,"38,10%",A,"97,32%",C,n.d.,n.d.,Bicf
2507408,Jericó,PB,n.e.,"40,63%",A,"98,05%",C,"-0,83%",C,Eicf
2507507,João Pessoa,PB,B+,"23,23%",A,"89,91%",B,"2,70%",B,Aicf
2507606,Juarez Távora,PB,n.d.,"35,56%",A,"100,44%",C,n.d.,n.d.,Bicf
2507705,Juazeirinho,PB,n.d.,"19,75%",A,"91,52%",B,n.d.,n.d.,Bicf
2507804,Junco do Seridó,PB,n.d.,"22,55%",A,"90,77%",B,n.d.,n.d.,Bicf
2507903,Juripiranga,PB,C,"6,61%",A,"83,54%",A,"-6,20%",C,Bicf
2508000,Juru,PB,C,"23,64%",A,"96,59%",C,"-4,58%",C,Dicf
2508109,Lagoa,PB,n.e.,"33,09%",A,"92,66%",B,"1,30%",B,Eicf
2508208,Lagoa de Dentro,PB,n.d.,"82,61%",B,"95,90%",C,n.d.,n.d.,Cicf
2508307,Lagoa Seca,PB,n.d.,"20,59%",A,"97,56%",C,n.d.,n.d.,Cicf
2508406,Lastro,PB,n.e.,"20,95%",A,"94,34%",B,n.d.,n.d.,Eicf
2508505,Livramento,PB,C,"22,40%",A,"96,29%",C,"-2,17%",C,Aicf
2508554,Logradouro,PB,A,"7,82%",A,"94,96%",B,"6,09%",A,Dicf
2508604,Lucena,PB,n.d.,"55,24%",A,"111,61%",C,n.d.,n.d.,Bicf
2508703,Mãe d'Água,PB,B,"0,39%",A,"91,14%",B,"4,25%",B,Dicf
2508802,Malta,PB,n.d.,"11,24%",A,"94,53%",B,n.d.,n.d.,Aicf
2508901,Mamanguape,PB,n.d.,"62,84%",B,"96,26%",C,n.d.,n.d.,Cicf
2509008,Manaíra,PB,B,"20,07%",A,"94,95%",B,"0,56%",B,Bicf
2509057,Marcação,PB,n.e.,"16,31%",A,"93,83%",B,"-1,32%",C,Eicf
2509107,Mari,PB,n.d.,"44,36%",A,n.d.,n.d.,"-3,24%",C,Bicf
2509156,Marizópolis,PB,n.e.,"10,20%",A,"89,69%",B,"-3,08%",C,Eicf
2509206,Massaranduba,PB,C,"34,25%",A,"96,69%",C,"2,67%",B,Aicf
2509305,Mataraca,PB,n.d.,"8,51%",A,"89,83%",B,n.d.,n.d.,Bicf
2509339,Matinhas,PB,A,"3,69%",A,"85,80%",B,"9,51%",A,Cicf
2509370,Mato Grosso,PB,n.e.,"0,00%",A,n.d.,n.d.,n.d.,n.d.,Eicf
2509396,Maturéia,PB,n.d.,"25,21%",A,"88,22%",B,n.d.,n.d.,Bicf
2509404,Mogeiro,PB,C,"37,99%",A,"94,73%",B,"-10,78%",C,Bicf
2509503,Montadas,PB,n.d.,"12,09%",A,"99,85%",C,n.d.,n.d.,Dicf
2509602,Monte Horebe,PB,C,"15,85%",A,"98,37%",C,"-3,63%",C,Dicf
2509701,Monteiro,PB,n.d.,"14,75%",A,"98,03%",C,n.d.,n.d.,Cicf
2509800,Mulungu,PB,n.d.,"69,57%",B,"92,44%",B,n.d.,n.d.,Cicf
2509909,Natuba,PB,n.d.,"12,17%",A,"85,79%",B,n.d.,n.d.,Bicf
2510006,Nazarezinho,PB,A,"9,31%",A,"89,29%",B,"9,80%",A,Dicf
2510105,Nova Floresta,PB,A,"15,80%",A,"77,03%",A,"7,97%",A,Dicf
2510204,Nova Olinda,PB,n.d.,"60,10%",B,"91,16%",B,n.d.,n.d.,Dicf
2510303,Nova Palmeira,PB,n.e.,"13,34%",A,"94,12%",B,"0,23%",B,Eicf
2510402,Olho d'Água,PB,n.e.,"37,12%",A,"95,25%",C,"-0,31%",C,Eicf
2510501,Olivedos,PB,n.d.,"0,06%",A,"95,79%",C,n.d.,n.d.,Bicf
2510600,Ouro Velho,PB,A,"12,18%",A,"92,55%",B,"16,57%",A,Bicf
2510659,Parari,PB,A,"37,74%",A,"91,77%",B,"12,60%",A,Bicf
2510709,Passagem,PB,n.d.,"29,78%",A,"97,80%",C,n.d.,n.d.,Bicf
2510808,Patos,PB,n.e.,"50,95%",A,"86,31%",B,"0,33%",B,Eicf
2510907,Paulista,PB,n.e.,"37,76%",A,"91,89%",B,n.d.,n.d.,Eicf
2511004,Pedra Branca,PB,C,"8,29%",A,"80,71%",A,"-3,73%",C,Bicf
2511103,Pedra Lavrada,PB,n.e.,"74,60%",B,"92,87%",B,"4,33%",B,Eicf
2511202,Pedras de Fogo,PB,n.d.,"26,08%",A,"93,16%",B,n.d.,n.d.,Bicf
2511301,Piancó,PB,B,"137,53%",C,"89,70%",B,"0,30%",B,Cicf
2511400,Picuí,PB,B,"5,53%",A,"86,22%",B,"2,86%",B,Bicf
2511509,Pilar,PB,n.d.,n.d.,n.d.,"93,96%",B,n.d.,n.d.,Cicf
2511608,Pilões,PB,B,"58,32%",A,"91,12%",B,"1,09%",B,Dicf
2511707,Pilõezinhos,PB,n.e.,"5,48%",A,"98,13%",C,"1,42%",B,Eicf
2511806,Pirpirituba,PB,n.e.,"28,15%",A,"83,98%",A,"0,99%",B,Eicf
2511905,Pitimbu,PB,n.d.,"51,73%",A,"95,14%",C,n.d.,n.d.,Bicf
2512002,Pocinhos,PB,C,"47,24%",A,"90,47%",B,"-0,21%",C,Bicf
2512036,Poço Dantas,PB,C,"8,02%",A,"173,35%",C,"1,84%",B,Cicf
2512077,Poço de José de Moura,PB,A,"2,06%",A,"79,83%",A,"33,30%",A,Dicf
2512101,Pombal,PB,B,"7,20%",A,"87,60%",B,"0,11%",B,Cicf
2512200,Prata,PB,A,"13,68%",A,"87,29%",B,"5,45%",A,Bicf
2512309,Princesa Isabel,PB,n.e.,"36,49%",A,"96,94%",C,"-6,25%",C,Eicf
2512408,Puxinanã,PB,C,"24,51%",A,"89,16%",B,"-3,99%",C,Bicf
2512507,Queimadas,PB,C,"16,53%",A,"77,38%",A,"-2,46%",C,Cicf
2512606,Quixaba,PB,C,"19,52%",A,"96,09%",C,"-3,00%",C,Cicf
2512705,Remígio,PB,n.d.,"27,36%",A,"90,52%",B,n.d.,n.d.,Dicf
2512721,Pedro Régis,PB,n.e.,"0,84%",A,"97,68%",C,"-2,97%",C,Eicf
